 0.9333333333333333 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8
 0.8 0.9333333333333333 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8
 0.6666666666666666 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8
 0.9333333333333333 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8 0.8
 1. 0.8666666666666667 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0.8666666666666667 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0.8666666666666667 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 0.8666666666666667 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0.9666666666666667 0.8333333333333334 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 0.8333333333333334 0.9666666666666667 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 0.8333333333333334 0.8333333333333334 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 0.9666666666666667 0.9666666666666667 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 0.9666666666666667 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 0.9 0.9666666666666667 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 0.8333333333333334 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 0.9666666666666667 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9 0.9
 1. 0.9333333333333333 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0.9333333333333333 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0.9333333333333333 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 0.9333333333333333 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0.9833333333333333 0.95 0.9166666666666667 0.9166666666666667 0.9166666666666667 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.9833333333333333 0.9166666666666667 0.9166666666666667 0.9166666666666667 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.9166666666666667 0.9166666666666667 0.9166666666666667 0.9166666666666667 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.9166666666666667 0.9166666666666667 0.9166666666666667 0.9166666666666667 0.95 0.95 0.95 0.95 0.95 0.95
 0.9833333333333333 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.9833333333333333 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
 0.95 0.95 0.9166666666666667 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95 0.95
