0.85111 0.74667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.65111 0.54667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0.94667 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2 0.2
0.2
