2.4512e-08 0.00032701 0.00032699
0.00029134 0.00065402 0.00036268
0.00077866 0.00098103 0.00020237
0.00077869 0.001308 0.00052936
0.001266 0.0016351 0.00036905
0.0040514 0.0019621 0.0020894
0.0051794 0.0022891 0.0028903
0.0052433 0.0026161 0.0026272
0.0052913 0.0029431 0.0023482
0.005555 0.0032701 0.0022849
0.0056635 0.0035971 0.0020664
0.0056961 0.0039241 0.001772
0.0060364 0.0042511 0.0017853
0.0066846 0.0045782 0.0021065
0.0074383 0.0049052 0.0025331
0.0074384 0.0052322 0.0022063
0.0079214 0.0055592 0.0023623
0.0082776 0.0058862 0.0023914
0.0083885 0.0062132 0.0021753
0.008413 0.0065402 0.0018727
0.0084901 0.0068672 0.0016228
0.009021 0.0071942 0.0018268
0.0091075 0.0075213 0.0015863
0.00984 0.0078483 0.0019917
0.010659 0.0081753 0.0024836
0.01083 0.0085023 0.0023274
0.01083 0.0088293 0.0020006
0.012989 0.0091563 0.0038332
0.014622 0.0094833 0.0051386
0.014748 0.0098103 0.0049381
0.014918 0.010137 0.0047806
0.015005 0.010464 0.0045401
0.015091 0.010791 0.0042992
0.016362 0.011118 0.005244
0.016399 0.011445 0.0049536
0.017481 0.011772 0.0057089
0.017644 0.012099 0.0055443
0.017773 0.012426 0.0053465
0.017987 0.012753 0.0052332
0.018096 0.01308 0.0050152
0.018915 0.013407 0.0055071
0.019786 0.013734 0.0060514
0.020162 0.014061 0.0061001
0.020706 0.014388 0.0063178
0.020774 0.014716 0.0060589
0.021671 0.015043 0.0066281
0.021734 0.01537 0.0063644
0.021807 0.015697 0.0061104
0.021887 0.016024 0.0058639
0.021969 0.016351 0.0056181
0.022049 0.016678 0.0053709
0.022188 0.017005 0.0051836
0.022188 0.017332 0.0048566
0.022358 0.017659 0.0046991
0.023355 0.017986 0.0053694
0.0241 0.018313 0.0057872
0.025233 0.01864 0.0065936
0.026878 0.018967 0.0079118
0.02723 0.019294 0.007936
0.027494 0.019621 0.0078732
0.027677 0.019948 0.0077288
0.028508 0.020275 0.0082336
0.029252 0.020602 0.00865
0.030465 0.020929 0.0095363
0.030925 0.021256 0.0096689
0.031304 0.021583 0.0097218
0.032543 0.02191 0.010633
0.033377 0.022237 0.011141
0.034209 0.022564 0.011646
0.035101 0.022891 0.012211
0.035126 0.023218 0.011908
0.035344 0.023545 0.011799
0.035372 0.023872 0.0115
0.035824 0.024199 0.011626
0.036383 0.024526 0.011857
0.036437 0.024853 0.011584
0.036442 0.02518 0.011262
0.036492 0.025507 0.010985
0.036492 0.025834 0.010658
0.037741 0.026161 0.011581
0.039018 0.026488 0.01253
0.039494 0.026815 0.012679
0.040456 0.027142 0.013314
0.041288 0.027469 0.013819
0.044081 0.027796 0.016285
0.044923 0.028123 0.0168
0.045849 0.02845 0.017399
0.047201 0.028777 0.018424
0.04776 0.029104 0.018656
0.04776 0.029431 0.018329
0.047916 0.029758 0.018158
0.048167 0.030085 0.018082
0.048188 0.030412 0.017776
0.048204 0.030739 0.017465
0.04825 0.031066 0.017184
0.048305 0.031393 0.016912
0.048444 0.03172 0.016724
0.04849 0.032047 0.016443
0.048545 0.032374 0.016171
0.048545 0.032701 0.015844
0.048687 0.033028 0.015658
0.049529 0.033355 0.016173
0.050851 0.033682 0.017169
0.052122 0.034009 0.018113
0.052202 0.034336 0.017866
0.052711 0.034663 0.018047
0.052753 0.03499 0.017763
0.052926 0.035317 0.017608
0.053005 0.035644 0.017361
0.053033 0.035971 0.017061
0.05306 0.036298 0.016762
0.053075 0.036625 0.016449
0.053089 0.036952 0.016137
0.053573 0.037279 0.016293
0.054724 0.037606 0.017118
0.055022 0.037933 0.017088
0.05522 0.03826 0.01696
0.055407 0.038587 0.01682
0.055831 0.038914 0.016917
0.05584 0.039241 0.016598
0.055859 0.039568 0.016291
0.05631 0.039895 0.016414
0.056329 0.040222 0.016106
0.056822 0.040549 0.016273
0.05753 0.040876 0.016654
0.058214 0.041203 0.017011
0.058365 0.04153 0.016835
0.058408 0.041857 0.016551
0.058487 0.042184 0.016303
0.058871 0.042511 0.016359
0.059299 0.042838 0.016461
0.061018 0.043165 0.017853
0.061018 0.043492 0.017526
0.061273 0.043819 0.017453
0.061384 0.044147 0.017238
0.061854 0.044474 0.017381
0.061854 0.044801 0.017054
0.061854 0.045128 0.016727
0.062145 0.045455 0.016691
0.062297 0.045782 0.016515
0.062406 0.046109 0.016298
0.062647 0.046436 0.016212
0.062649 0.046763 0.015886
0.06265 0.04709 0.015561
0.062752 0.047417 0.015335
0.062967 0.047744 0.015223
0.062986 0.048071 0.014915
0.063004 0.048398 0.014607
0.063011 0.048725 0.014286
0.063038 0.049052 0.013986
0.063139 0.049379 0.013761
0.063248 0.049706 0.013542
0.063302 0.050033 0.013269
0.063453 0.05036 0.013093
0.063644 0.050687 0.012957
0.064016 0.051014 0.013002
0.064063 0.051341 0.012722
0.06515 0.051668 0.013482
0.065467 0.051995 0.013472
0.065467 0.052322 0.013145
0.06713 0.052649 0.014481
0.06713 0.052976 0.014154
0.067137 0.053303 0.013834
0.067138 0.05363 0.013508
0.067147 0.053957 0.01319
0.067296 0.054284 0.013012
0.067299 0.054611 0.012688
0.067543 0.054938 0.012606
0.067931 0.055265 0.012667
0.068315 0.055592 0.012723
0.068898 0.055919 0.012979
0.06955 0.056246 0.013304
0.069755 0.056573 0.013182
0.069755 0.0569 0.012855
0.070027 0.057227 0.0128
0.070371 0.057554 0.012817
0.070708 0.057881 0.012827
0.071759 0.058208 0.013552
0.07176 0.058535 0.013225
0.072047 0.058862 0.013185
0.072465 0.059189 0.013276
0.072693 0.059516 0.013177
0.072922 0.059843 0.013079
0.072938 0.06017 0.012768
0.072956 0.060497 0.012459
0.072959 0.060824 0.012135
0.072962 0.061151 0.011811
0.072965 0.061478 0.011487
0.072967 0.061805 0.011162
0.072982 0.062132 0.01085
0.072985 0.062459 0.010526
0.073023 0.062786 0.010237
0.073029 0.063113 0.0099158
0.07428 0.06344 0.01084
0.075598 0.063767 0.011831
0.076243 0.064094 0.012149
0.076304 0.064421 0.011883
0.077154 0.064748 0.012405
0.077933 0.065075 0.012858
0.079539 0.065402 0.014137
0.07975 0.065729 0.014021
0.079958 0.066056 0.013901
0.08004 0.066383 0.013657
0.080457 0.06671 0.013747
0.080596 0.067037 0.013559
0.080597 0.067364 0.013233
0.080601 0.067691 0.012909
0.080602 0.068018 0.012584
0.081687 0.068345 0.013341
0.08362 0.068672 0.014948
0.08362 0.068999 0.014621
0.08362 0.069326 0.014294
0.084652 0.069653 0.014998
0.085703 0.06998 0.015723
0.086416 0.070307 0.016108
0.086558 0.070634 0.015923
0.086657 0.070961 0.015695
0.086669 0.071288 0.01538
0.086678 0.071615 0.015063
0.086695 0.071942 0.014753
0.086862 0.072269 0.014592
0.086925 0.072596 0.014329
0.087645 0.072923 0.014722
0.088238 0.07325 0.014987
0.088707 0.073578 0.01513
0.089315 0.073905 0.015411
0.089772 0.074232 0.01554
0.089772 0.074559 0.015213
0.090457 0.074886 0.015572
