0.02 1 1 0.07 1 0.49333 0.46866 0.495 0.43988 0.55776 0.45146 0.455 8.4001e-23 1.9217e-15 2.1216e-16 4.4231e-08 1.0119 0.0318 0.1
0.0025 0.59666 1 0 0.96 0.53333 0.68199 0.58834 0.47988 0.2911 0.31813 0.455 1.8218e-09 2.8956e-08 0 0.66375 0.90358 0.0044028 0.2
0.0025 0.72999 1 0 0.96 0.53333 0.54866 0.58834 0.47988 0.42443 0.31813 0.455 1.1888e-09 1.8895e-08 0 0.43313 0.95924 0.0041331 0.2
0.0025 0.86332 1 0 0.96 0.53333 0.54866 0.45501 0.47988 0.42443 0.45146 0.455 5.9409e-10 9.4428e-09 0 0.21645 0.99267 0.0039898 0.2
0.0675 0.01375 0.034425 0 0 0.39583 0.4475 0.5825 0.32 0.4275 0.46 0.7 1.0916 0 0 0.059088 0.023616 0.11638 0.2
0.005 0.075 0.011666 0.21001 0.07 0.61333 0.47 0.47 0.54 0.5525 0.52 0.48 0.95215 0.10512 0.32799 0.018557 0.11986 0.0080094 0.2
0.0025 0.21 1 0 1 0.53333 0.81532 0.72167 0.47988 0.42443 0.31813 0.455 2.1527e-15 4.9248e-08 0 1.1267 0.38575 0.0046766 0.2
0.0025 0.86332 0.86667 0 0.96 0.53333 0.54866 0.45501 0.47988 0.55776 0.45146 0.455 0.0028192 0.04481 0 0.21123 0.99035 0.0039805 0.2
0 0.50333 1 0.2 0.88 0.53333 0.56657 0.42823 0.47988 0.2911 0.31813 0.455 5.9716e-09 3.1304e-08 1.0355e-08 0.76659 0.77465 0 0.2
0.01 0 0.16 0.13333 1 0.43333 0.52 0.46 0.5 0.52667 0.64 0.48 4.2532e-08 0.97302 0.20682 0.25541 0 0.016134 0.2
0.0025 0.19667 1 0 0.96 0.53333 0.68199 0.58834 0.47988 0.42443 0.31813 0.455 2.8324e-09 4.5019e-08 0 1.032 0.32935 0.0042539 0.2
0.13333 0 0.53733 0 0 0.53333 0.84667 0.86 0.12 0.3325 0.66 0.76667 0.98793 0 0 1.1112 0 0.31604 0.2
0.0405 0.68999 1 0.16 1 0.61333 0.74866 0.58834 0.55988 0.54443 0.51813 0.455 9.4237e-16 2.1559e-08 5.5354e-09 0.50921 0.96169 0.069321 0.2
0.005 0.005 0.38083 0.92334 0.2 0.5 0.47 0.31 0.6575 0.34 0.34 0.31 0.10848 0.035247 0.94263 0.64709 0.0090247 0.009025 0.2
0 1 0.91 0.017 0.9 0.49333 0.50866 0.495 0.53988 0.45776 0.55146 0.475 9.6968e-10 6.1223e-09 1.6556e-10 4.3569e-08 1.0068 0 0.1
0.0405 0.82332 1 0.16 1 0.48 0.61533 0.58834 0.55988 0.54443 0.51813 0.455 5.2089e-16 1.1917e-08 3.0597e-09 0.28146 0.98803 0.065445 0.2
0.04 0.02 0.604 0.04 0 0.33333 0.83134 0.66 0.42133 0.26583 0.46 0.7 0.7343 0 0.046198 1.0262 0.039681 0.079479 0.2
0.01 0 0.16 0 0.86667 0.43333 0.52 0.46 0.5 0.52667 0.64 0.48 0.20682 0.97302 0 0.25541 0 0.016134 0.2
0 0.30333 1 0.4 1 0.49333 0.56657 0.44823 0.47988 0.4111 0.43813 0.475 1.401e-15 3.205e-08 2.3286e-08 0.90632 0.46778 0 0.2
0 0.71583 1 0.17 0.9025 0.53333 0.56688 0.61167 0.46988 0.2911 0.31813 0.455 3.048e-09 1.9746e-08 5.4658e-09 0.47387 0.99015 0 0.2
0.086667 1 1 0.07 1 0.49333 0.46866 0.495 0.50655 0.49109 0.45146 0.455 8.2703e-23 1.892e-15 2.0888e-16 4.3548e-08 0.99625 0.13647 0.2
0.0025 0.72999 1 0 0.96 0.53333 0.54866 0.45501 0.47988 0.55776 0.45146 0.455 1.1449e-09 1.8198e-08 0 0.41714 0.92381 0.0039805 0.1
0.000625 0 0.0009375 0.86667 0.0475 0.55833 0.52 0.56 0.525 0.52 0.555 0.53833 0.21001 0.015699 0.99079 0.0014916 0 0.00099443 0.2
0 0.14333 0 0 0.86667 0.5 0.53333 0.485 0.42 0.46 0.58 0.455 0.20626 0.9704 0 0 0.22722 0 0.2
0 0 0.0357 0 0 0.39333 0.45 0.58 0.32 0.4375 0.46 0.7 1.0965 0 0 0.061551 0 0 0.2
0.01 0 0.026667 0.26666 1 0.43333 0.52 0.46 0.5 0.52667 0.64 0.48 4.0976e-08 0.93742 0.41736 0.043008 0 0.016134 0.2
0.25333 0.2 0 0 0 0.49333 0.64667 0.74 0.18133 0.4825 0.62 0.74667 1.1014 0 0 0 0.35787 0.48682 0.2
0.04 0 0.204 1e-05 0 0.46666 0.64667 0.66 0.45333 0.5325 0.46 0.56667 1.0017 0 1.5735e-05 0.33244 0 0.066401 0.2
0 0.63666 1 0.33333 0.88 0.53333 0.56657 0.42823 0.47988 0.42443 0.31813 0.455 4.0311e-09 2.1132e-08 1.242e-08 0.56829 0.88519 0 0.2
0 0 1 0 0 0.17333 0.5532 0.46 0.51988 0.25875 0.27813 0.46 5.3353e-08 0 0 1.2206 0 0 0.2
1 0 0.3 0 1 0.3 0.5 0.5 0.5 0.5 0.5 0.5 1.7705e-15 4.0505e-08 0 2.0638e-08 0 1.04 0.2
0.02 0.93333 1 0.07 1 0.49333 0.46866 0.495 0.50655 0.49109 0.45146 0.455 1.9952e-16 4.5645e-09 5.0392e-10 0.10506 0.99955 0.031585 0.2
0.000625 0.13333 0.13427 1 0.18083 0.425 0.52 0.56 0.525 0.52 0.555 0.405 4.1044e-08 1.1983e-08 0.97818 0.20943 0.21263 0.001004 0.2
0.0315 0 0 0.13333 0.86667 0.5 0.53333 0.47 0.55333 0.46 0.44667 0.45 0.20551 0.96688 0.21011 0 0 0.050043 0.2
0.053333 0 0 0 0 0.29333 0.44667 0.54 0.38133 0.6825 0.42 0.54667 1.0993 0 0 0 0 0.092306 0.2
0.86667 1 0 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 3.9725e-16 0 9.0881e-09 0 0.20791 0.97815 0.2
1 0.2 0.1 0 1 0.1 0.3 0.7 0.5 0.7 0.7 0.7 2.4409e-15 5.5842e-08 0 8.8445e-09 1.837e-08 1.36 0.2
0 0 0.099997 0.73334 0 0.43333 0.5 0.5 0.5 0.5 0.5 0.5 0.4035 0 0.90632 0.15712 0 0 0.2
1 0 0.04 0.04 1 0.16 0.38 0.78 0.5 0.7 0.78 0.78 2.6743e-15 6.1181e-08 3.8492e-09 3.8568e-09 0 1.4052 0.2
0 0.2 0 1 0 0.425 0.52 0.56 0.525 0.44 0.555 0.405 4.2649e-08 0 0.97569 0 0.31702 0 0.2
0 0 0 0 0 0.53333 0.58 0.54 0.248 0.6825 0.5 0.68 1.1383 0 0 0 0 0 0.2
1 0.4 0.3 0.2 1 0.15 0.42 0.54 0.5 0.78 0.5 0.5 1.5835e-15 3.6227e-08 1.1771e-08 1.9408e-08 3.106e-08 1.2089 0.2
0 0.82999 1 0.02 0.888 0.61333 0.56866 0.55501 0.57988 0.45776 0.55146 0.525 2.0825e-09 1.1715e-08 3.7392e-10 0.27234 0.99544 0 0.2
1 0.44 0.5 0.24 1 0.2975 0.5 0.5 0.54 0.78 0.38 0.44 1.1025e-15 2.5221e-08 9.9857e-09 2.7126e-08 3.1736e-08 1.139 0.2
0 0 0 0.96 0 0.625 0.32 0.62667 0.325 0.32 0.62167 0.605 0.072393 0 1.1506 0 0 0 0.2
0 0 0 0.82667 0 0.625 0.32 0.62667 0.325 0.32 0.62167 0.605 0.31004 0 1.1105 0 0 0 0.2
0.066667 0.93333 0.84333 0.017 0.9 0.49333 0.50866 0.495 0.53988 0.45776 0.55146 0.475 0.0039872 0.025174 0.00068078 0.10151 0.99579 0.10524 0.2
0.0025 0.063337 1 0 0.96 0.53333 0.54866 0.58834 0.47988 0.42443 0.45146 0.455 2.7905e-09 4.4354e-08 0 1.0167 0.10149 0.0040125 0.2
0.12 0.33333 0 0 0 0.49333 0.64667 0.74 0.31466 0.4825 0.62 0.61334 0.97068 0 0 0 0.56042 0.21381 0.2
0.26666 0 0.53733 0 0 0.53333 0.71334 0.72667 0.25333 0.3325 0.66 0.76667 0.77917 0 0 0.87635 0 0.52209 0.2
0.16 0.34333 0.2 0.005625 1 0.7 0.47333 0.63375 0.36125 0.65 0.63875 0.255 0 0.93238 0.0082385 0.30296 0.58675 0.29336 0.2
0.18 0 0 1 0.08 0.34 0.5 0.58 0.38 0.54 0.54 0.46 0 0 1.0095 0 0 0.29328 0.2
0.38 0.04 0 1 0.08 0.36 0.5 0.56 0.38 0.54 0.54 0.44 0 0 0.8621 0 0.054239 0.58704 0.2
0 0.33333 0 1 0 0.425 0.52 0.56 0.525 0.44 0.555 0.53833 0 0 0.88191 0 0.50917 0 0.2
0 0.16 0.404 0.12001 0.2 0.42666 0.76667 0.86 0.25333 0.3725 0.58 0.52667 0.94023 0.3055 0.1886 0.74093 0.32089 0 0.2
0 0.53333 0.04 0.04 0 0.29333 0.64667 0.74 0.39466 0.4825 0.62 0.61334 0.77345 0 0.048661 0.048758 0.8624 0 0.2
0.39999 0 0.67066 0 0 0.53333 0.71334 0.72667 0.25333 0.3325 0.66 0.76667 0.51358 0 0 0.90259 0 0.75448 0.2
0 0.29333 0.404 0.12001 0.33333 0.42666 0.76667 0.86 0.25333 0.3725 0.58 0.52667 0.79175 0.45712 0.17442 0.68519 0.57372 0 0.2
0 0.46666 0.13333 1 0 0.425 0.52 0.56 0.525 0.44 0.555 0.53833 0 0 0.74024 0.15734 0.6814 0 0.2
0 0.08 0 0.33333 1 0.47333 0.48 0.5 0.46 0.32667 0.6 0.36 0 0.91277 0.52698 0 0.13315 0 0.2
0.58 0 0 1 0.08 0.24 0.42 0.52 0.46 0.66 0.46 0.36 0 0 0.68817 0 0 0.88719 0.2
0 0.49333 0 0 0 0.25333 0.44667 0.76906 0.43466 0.2825 0.42 0.41334 0.85849 0 0 0 0.84069 0 0.2
0.53332 0 0.80399 0 0 0.53333 0.71334 0.72667 0.25333 0.3325 0.66 0.76667 0.26029 0 0 0.81853 0 0.9539 0.2
0.36 0.54333 0.4 0.005625 1 0.5 0.27333 0.79375 0.28125 0.73 0.79875 0.415 0 0.5994 0.0052963 0.43551 0.84933 0.71527 0.2
0.38666 0.33333 0 0 0 0.49333 0.64667 0.74 0.31466 0.4825 0.62 0.61334 0.81145 0 0 0 0.46849 0.65121 0.2
0 0.21333 0 0.46666 1 0.47333 0.48 0.5 0.46 0.46 0.6 0.36 0 0.72561 0.65334 0 0.34002 0 0.2
0 0.013333 0 0.42666 1 0.27333 0.28 0.3 0.26 0.66 0.4 0.56 0 0.96889 0.76792 0 0.025896 0 0.2
0 0 0 0.62666 0.8 0.47333 0.48 0.5 0.46 0.86 0.6 0.76 0.20691 0.63679 1.0078 0 0 0 0.2
0 0 0.43333 0 1 0.23333 0.5 0.43333 0.5 0.5 0.5 0.3 0 0.86695 0 0.70204 0 0 0.2
0 0 0.63333 0 1 0.43333 0.7 0.63333 0.3 0.7 0.7 0.5 0 0.64389 0 0.99149 0 0 0.2
0 0.16 0.27067 0.12001 0.46666 0.42666 0.76667 0.86 0.25333 0.3725 0.58 0.52667 0.83109 0.74831 0.21335 0.51549 0.32088 0 0.2
0 0.36 0.070667 0.32001 0.46666 0.54666 0.72667 0.864 0.21333 0.5725 0.54 0.56667 0.69922 0.62956 0.51727 0.11968 0.68561 0 0.2
0 0 0 0.69334 0 0.625 0.32 0.62667 0.325 0.32 0.62167 0.605 0.53414 0 1.0217 0 0 0 0.2
0 0 0 0.69334 0 0.625 0.45333 0.62667 0.325 0.32 0.62167 0.605 0.52013 0 0.99495 0 0 0 0.2
0 0 0 0.69334 0 0.625 0.45333 0.62667 0.325 0.45333 0.62167 0.605 0.50613 0 0.96816 0 0 0 0.2
0 0 0 0.69334 0 0.625 0.45333 0.62667 0.45833 0.45333 0.62167 0.605 0.49275 0 0.94256 0 0 0 0.2
0 0 0 0.19001 0 0.41333 0.27 0.39 0.53 0.4925 0.4 0.33 1.0632 0 0.3271 0 0 0 0.2
0 0.16 0 0.12 0.2 0.49333 0.56667 0.34 0.58133 0.4825 0.54 0.34667 0.96107 0.31227 0.19277 0 0.26414 0 0.2
0.025333 0.04 0.1 0.055 0.15 0.41333 0.48667 0.58 0.52133 0.5625 0.42 0.66667 1.0044 0.24113 0.089461 0.16421 0.066043 0.041876 0.2
0.86667 0.86667 0.13333 1 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0 0.042282 0.0089872 0.20336 0.97815 0.0125
0 0.2 0.2 0.06 0.08 0.49333 0.52667 0.62 0.42133 0.6025 0.54 0.62667 0.93761 0.11845 0.089335 0.30844 0.32431 0 0.2
