0	0	1	
0	1	0	
1	0	0	
0.27848	0.63768	0.083843	
0.42398	0.19944	0.37658	
0.12456	0.72505	0.15039	
0.424	0.19944	0.37656	
0.55284	0.18008	0.26708	
0.42395	0.19944	0.37661	
0.12448	0.72524	0.15028	
0.74121	0.1406	0.11818	
0.14311	0.11984	0.73704	
0.55274	0.18011	0.26716	
0.19895	0.433	0.36805	
