6.6522e-12 8.5086e-12 0.00056211 0.00056211
3.3261e-12 1.2763e-11 0.0011242 0.0011242
0.00044475 0.00056886 0.0016863 0.0011175
0.0006137 0.0013538 0.0022485 0.00089463
0.00065792 0.0021954 0.0028106 0.00061521
7.6571e-08 0.0021955 0.0033727 0.0011772
7.2767e-08 0.0021955 0.0039348 0.0017393
3.7365e-08 0.0021956 0.0044969 0.0023013
0.00035386 0.0026482 0.005059 0.0024108
0.00072171 0.0035713 0.0056211 0.0020498
0.001164 0.0050602 0.0061832 0.0011231
0.0013349 0.0067676 0.0067454 2.2224e-05
0.00076438 0.0077453 0.0073075 0.0004378
0.00051789 0.0084077 0.0078696 0.00053809
0.00010797 0.0085458 0.0084317 0.00011408
7.5252e-05 0.008642 0.0089938 0.00035178
0.00031431 0.0090441 0.0095559 0.00051187
0.00066078 0.0098892 0.010118 0.00022881
0.00010901 0.010029 0.01068 0.00065149
0.00065368 0.010865 0.011242 0.0003775
0.00041275 0.011393 0.011804 0.00041168
0.00071228 0.012304 0.012366 6.2741e-05
0.0016899 0.014465 0.012929 0.0015366
9.031e-09 0.014465 0.013491 0.0009745
0.00068621 0.015343 0.014053 0.0012901
0.00039561 0.015849 0.014615 0.001234
0.00084612 0.016931 0.015177 0.0017541
0.001389 0.018708 0.015739 0.0029686
0.00061267 0.019491 0.016301 0.0031901
7.5537e-09 0.019491 0.016863 0.002628
0.00053948 0.020181 0.017426 0.0027559
0.00060696 0.020958 0.017988 0.0029702
0.00052567 0.02163 0.01855 0.0030804
0.0020473 0.024249 0.019112 0.005137
0.0010961 0.025651 0.019674 0.0059769
0.0004282 0.026199 0.020236 0.0059624
0.00094679 0.02741 0.020798 0.0066113
0.00087327 0.028527 0.02136 0.0071662
4.0924e-12 0.028527 0.021922 0.0066041
1.9385e-07 0.028527 0.022485 0.0060422
3.0196e-08 0.028527 0.023047 0.0054801
0.00036205 0.02899 0.023609 0.0053811
0.00071304 0.029902 0.024171 0.005731
0.00045643 0.030486 0.024733 0.0057527
0.0011534 0.031961 0.025295 0.0066659
0.00015565 0.03216 0.025857 0.0063028
0.0009653 0.033395 0.026419 0.0069754
0.00075857 0.034365 0.026981 0.0073836
0.00053494 0.035049 0.027544 0.0075057
0.00028127 0.035409 0.028106 0.0073033
