0 0 0.1 1 0 0.3 0.5 0.5 0.5 0.5 0.5 0.5 4.49e-08 0 1.0272 0.16269 0 0 0.2
0 0 0.23333 0.86667 0 0.43333 0.5 0.5 0.5 0.5 0.5 0.5 0.19496 0 0.91724 0.35996 0 0 0.2
0.16667 0.16667 0.16667 0.16667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.61555 0.61555 0.23325 0.24148 0.25 0.25882 0.2
0 0 0.3 0 1 0.1 0.5 0.3 0.5 0.5 0.5 0.3 4.8294e-08 1.1048 0 0.56295 0 0 0.2
0.04 0.2 0.3 1 0 0.3 0.5 0.5 0.5 0.5 0.5 0.5 3.8447e-08 0 0.87955 0.44816 0.32074 0.065302 0.2
0 0 0 1 0 0.5 0.48 0.5 0.46 0.46 0.38 0.38 4.5128e-08 0 1.0324 0 0 0 0.2
0 0.13333 0.3 0 1 0.23333 0.5 0.3 0.5 0.5 0.5 0.3 4.3853e-08 1.0032 0 0.51117 0.23933 0 0.2
0.04 0 0.1 0 1 0.3 0.54 0.42 0.46 0.46 0.46 0.42 4.5639e-08 1.0441 0 0.16537 0 0.066508 0.2
0 0 0.099997 0.73334 0 0.43333 0.5 0.5 0.5 0.5 0.5 0.5 0.40351 0 0.90631 0.15712 0 0 0.2
0 0 0.5 0 1 0.43333 0.7 0.5 0.3 0.7 0.7 0.5 3.5991e-08 0.82339 0 0.82339 0 0 0.2
0.2 0.2 0 0.88 0.2 0.34 0.28 0.5 0.46 0.54 0.46 0.38 0.17622 0.057256 0.97129 0 0.32128 0.33782 0.2
0 0 0.099997 0.60001 0 0.56666 0.5 0.5 0.5 0.5 0.5 0.5 0.58312 0 0.80261 0.15712 0 0 0.2
0 0 0 0 1 0.5 0.5 0.62 0.5 0.5 0.5 0.62 4.497e-08 1.0288 0 0 0 0 0.2
0 0.13333 0.36666 0.73334 0 0.43333 0.5 0.5 0.5 0.5 0.5 0.5 0.33514 0 0.75276 0.5351 0.20884 0 0.2
0 0 0.56666 0.93334 0.2 0.23333 0.3 0.3 0.7 0.3 0.3 0.3 0.082019 0.02665 0.8206 1.0189 0 0 0.2
0 0 0.69999 0.80001 0.33333 0.23333 0.3 0.3 0.7 0.3 0.3 0.3 0.15929 0.091967 0.56611 1.1682 0 0 0.2
0 0 0.89999 1 0.13333 0.43333 0.5 0.5 0.5 0.5 0.5 0.5 6.7189e-09 1.4281e-09 0.15715 0.99208 0 0 0.2
