1	0	0	0	0	0	
0	1	0	0	0	0	
0	0	1	0	0	0	
0	0	0	1	0	0	
0	0	0	0	1	0	
0	0	0	0	0	1	
0.019491	0.243	0.41403	0.061985	0.24281	0.018681	
0.021217	0.16795	0.22268	0.43376	0.031306	0.1231	
0.026738	0.21165	0.48134	0.08314	0.17163	0.025496	
0.023459	0.1857	0.463	0.073152	0.23207	0.022621	
0.023533	0.18606	0.46165	0.073562	0.23252	0.022665	
0.025835	0.20429	0.46278	0.08051	0.20184	0.024739	
0.02922	0.2313	0.44705	0.090577	0.17405	0.027799	
0.024607	0.19479	0.48907	0.07719	0.19076	0.023588	
